164,Angklung,percussion.shaken,"Indonesian","Bamboo shaker",,"Single pitch",0,medium,64,high,no,"communal music","Indonesian ensemble","standing","Indonesian Bamboo"
165,Kulintang,percussion.gongs,"Filipino","Gong row",,"Variable",0,high,96,high,no,"horizontal gongs","Filipino traditional","seated","Filipino Music"
166,Kudyapi,string.plucked,"Filipino","Boat lute",,"G3-G5",2,high,96,high,no,"two strings","Mindanao tradition","seated","Filipino Strings"
167,Tifa.Papua,percussion.drum,"Papuan","Single head",,"Variable",0,high,96,high,no,"ritual drum","Papua tradition","standing","Papua Music"
168,Faglong,percussion.slit,"Papua","Slit drum",,"Variable",0,high,96,high,no,"log drum","Papua tradition","ground","Papua Percussion"
169,Ravanahatha,string.bowed,"Indian","Ancient fiddle",,"C3-C5",48,high,127,high,no,"ancient bowing","Rajasthani folk","seated","Indian Ancient"
170,Pungi.Snake,wind.reed.double,"Indian","Double reed gourd",,"G4-G5",48,high,127,high,no,"circular breath","Snake charming","seated","Indian Folk"
171,Dranyen.Tibet,string.plucked,"Tibetan","6-7 strings",,"G3-G5",2,high,96,high,no,"lute style","Tibetan folk","seated","Tibetan Music"
172,Dungchen.Tibet,wind.horn,"Tibetan","Telescopic horn",,"Variable",1,low,32,high,no,"Buddhist ritual","Tibetan ritual","standing","Tibetan Sacred"
173,Morin.Khuur.Modern,string.bowed,"Mongolian","Electric adapt",,"F3-F6",48,high,127,high,no,"contemporary","Modern Mongolian","seated","Contemporary Mongolian"
174,Yochin.Mongolia,string.hammered,"Mongolian","Dulcimer type",,"C3-C6",0,high,96,high,no,"hammer style","Mongolian classical","table","Mongolian Classical"
175,Kadlong.Philippine,string.plucked,"Philippine","2 strings",,"G3-G5",2,high,96,high,no,"boat lute","Lumad tradition","seated","Philippine Indigenous"
176,Palendag.Mindanao,wind.flute,"Philippine","Court flute",,"D4-D6",48,high,127,high,no,"courtship","T'boli tradition","standing","Mindanao Music"
177,Tar.Azerbaijan,percussion.frame,"Azerbaijani","Frame drum",,"Variable",0,high,96,high,no,"finger techniques","Azeri classical","held","Azerbaijani Music"
178,Garmon.Azerbaijan,wind.reed.free,"Azerbaijani","Button accordion",,"C3-C6",2,high,96,high,no,"folk style","Azeri folk","standing","Azerbaijani Folk"
179,Dombyra.Modern,string.plucked,"Kazakh","Electric adapt",,"G3-G5",2,high,96,high,no,"contemporary","Modern Kazakh","seated","Contemporary Kazakh"
180,Qobyz.Ancient,string.bowed,"Kazakh","Shamanic fiddle",,"G3-G5",48,high,127,high,no,"horsehair bow","Kazakh traditional","seated","Kazakh Shamanic"
181,Choor.Kyrgyz,wind.flute,"Kyrgyz","End-blown",,"D4-D6",48,high,127,high,no,"overtone style","Kyrgyz traditional","standing","Kyrgyz Wind"
182,Komuz.Traditional,string.plucked,"Kyrgyz","3 strings",,"G3-G5",2,high,96,high,no,"epic telling","Kyrgyz epic","seated","Kyrgyz String"
183,Alto.Clarinet,wind.reed.single,"Western Classical","Written:E3-E6 (sounds:G2-G5)",,"G2-G5",2,high,64,high,no,"vibrato,glissando","Orchestral instrument","seated","Grove Music Online"
184,Bass.Clarinet,wind.reed.single,"Western Classical","Written:Bb2-F5 (sounds:Bb1-E4)",,"Bb1-E4",2,high,64,high,no,"vibrato,glissando","Orchestral instrument","seated","Grove Music Online"
185,Bassoon,wind.reed.double,"Western Classical","Bb1-Eb5",,"Bb1-Eb5",2,high,64,high,no,"vibrato,flutter tongue","Orchestral woodwind","seated","Grove Music Online"
186,Cornet,brass.valved,"Western Classical","Written:F#3-C6 (sounds:E3-Bb5)",,"E3-Bb5",2,high,64,high,no,"valved technique","Band instrument","standing","Band Music Guide"
187,Baritone.Horn,brass.valved,"Western Classical","Written:F#2-C5 (sounds:B1-F4)",,"B1-F4",2,high,64,high,no,"valved technique","Band brass","seated/standing","Band Instruments"
188,BBb.Bass,brass.valved,"Western Classical","BBb0-F4",,"BBb0-F4",2,high,64,high,no,"bass brass technique","Band/Orchestral","seated","Brass Performance"
189,Eb.Bass,brass.valved,"Western Classical","Eb1-Bb4",,"Eb1-Bb4",2,high,64,high,no,"bass brass technique","Band/Orchestral","seated","Brass Performance"
190,Viola,string.bowed,"Western Classical","C3-E6",,"C3-E6",2,high,64,high,no,"vibrato,glissando,harmonics","Orchestral string","seated","String Methods"
191,Double.Bass,string.bowed,"Western Classical","E1-C5",,"E1-C5",2,high,64,high,no,"pizzicato,arco,harmonics","Orchestral string","standing","String Methods"
